CustomerID,Name,Age,Gender,City,EmploymentType,Income,LoanAmount,LoanTerm,CreditScore,PreviousDefaults,Approved,Defaulted
2345,John Smith,22,Male,Sharjah,Salaried,25528.84,195352.09,48,646,2,True,True
2346,Khalid Khan,48,Female,Fujairah,Self-Employed,26643.57,162513.21,12,810,0,False,True
2347,Laila Khan,45,Male,Sharjah,Salaried,11188.01,94576.55,12,584,2,True,False
2348,Laila Khan,39,Male,Ajman,Self-Employed,7061.2,148359.67,48,544,2,False,False
2349,Sara Khan,51,Female,Sharjah,Salaried,23476.33,58443.67,36,813,1,False,True
2350,Ali Khan,55,Female,Sharjah,Salaried,11851.34,102916.24,36,539,2,True,True
2351,Zara Ali,53,Female,Abu Dhabi,Self-Employed,10181.0,59065.4,60,476,0,True,False
2352,Fatima Ali,58,Male,Dubai,Self-Employed,19079.67,14523.98,48,425,0,True,False
2353,John Khan,38,Female,Sharjah,Self-Employed,16334.48,161063.05,12,672,2,False,True
2354,Laila Joseph,45,Male,Sharjah,Self-Employed,15442.24,121928.34,24,386,0,False,False
2355,Omar Khan,49,Female,Ajman,Self-Employed,23795.89,85904.72,36,785,2,False,False
2356,Omar Joseph,46,Male,Fujairah,Self-Employed,8143.06,105025.45,36,443,2,False,False
2357,Ayesha Smith,25,Female,Sharjah,Salaried,12187.95,128408.96,60,806,2,True,False
2358,Khalid Joseph,30,Female,Sharjah,Self-Employed,23510.02,36931.21,12,741,0,False,False
2359,James Ali,31,Female,Abu Dhabi,Self-Employed,24628.05,62369.56,12,689,1,True,False
2360,James Smith,58,Male,Abu Dhabi,Salaried,25002.51,26666.82,24,356,0,True,False
2361,Fatima Ali,36,Male,Dubai,Salaried,7712.36,31287.28,60,569,2,True,False
2362,Omar Ali,55,Female,Sharjah,Self-Employed,12994.56,35351.65,36,664,0,False,False
2363,Sara Khan,33,Female,Fujairah,Self-Employed,28410.07,75824.0,60,516,1,True,False
2364,Zara Ali,33,Female,Dubai,Salaried,13204.46,194087.08,48,742,0,True,False
2365,Khalid Ali,43,Female,Sharjah,Salaried,16599.38,111438.08,24,634,2,False,False
2366,Sara Ali,60,Male,Ajman,Salaried,11593.42,90667.96,60,613,2,False,False
2367,Ali Ali,33,Female,Fujairah,Self-Employed,8434.7,109790.03,36,419,1,False,True
2368,Laila Ali,59,Male,Dubai,Salaried,8277.9,197729.35,48,378,2,True,False
2369,Zara Khan,29,Male,Abu Dhabi,Self-Employed,8971.14,183870.32,12,674,2,True,False
2370,Omar Khan,45,Male,Sharjah,Self-Employed,15426.81,44745.72,12,396,1,False,False
2371,Fatima Smith,59,Male,Sharjah,Salaried,18048.09,64710.28,24,692,0,False,False
2372,Khalid Ahmed,38,Male,Abu Dhabi,Salaried,21080.12,69636.97,60,839,1,True,False
2373,Ali Ahmed,30,Female,Fujairah,Self-Employed,9740.66,190132.56,12,799,1,False,True
2374,Zara Smith,36,Male,Fujairah,Salaried,26374.22,131533.7,60,776,0,True,False
2375,John Khan,33,Male,Dubai,Salaried,16701.43,28276.59,60,478,0,False,False
2376,Fatima Smith,52,Female,Abu Dhabi,Self-Employed,15904.13,75198.03,48,707,0,False,False
2377,Ayesha Joseph,35,Female,Sharjah,Self-Employed,18935.41,30280.47,48,399,0,False,False
2378,Sara Khan,36,Male,Fujairah,Salaried,20180.41,44054.1,12,442,0,False,True
2379,Sara Smith,37,Male,Abu Dhabi,Salaried,15916.6,99784.45,60,638,2,True,False
2380,Laila Joseph,33,Male,Fujairah,Salaried,25783.66,124574.02,60,344,0,False,False
2381,Zara Ahmed,30,Female,Sharjah,Salaried,19183.98,159627.35,36,773,2,True,False
2382,Ali Ahmed,26,Female,Abu Dhabi,Salaried,5839.91,185966.41,48,633,2,True,True
2383,Omar Khan,33,Female,Sharjah,Salaried,14807.4,65119.27,24,464,2,False,False
2384,Omar Smith,31,Male,Dubai,Self-Employed,20731.28,41378.5,48,707,2,True,False
2385,Laila Ali,24,Female,Fujairah,Self-Employed,21716.36,30220.48,60,523,0,False,False
2386,John Ahmed,58,Male,Dubai,Self-Employed,10292.66,195339.22,36,826,2,False,False
2387,Laila Joseph,42,Female,Ajman,Self-Employed,18788.22,32913.15,24,616,1,True,True
2388,Omar Joseph,34,Male,Abu Dhabi,Self-Employed,25501.13,77204.34,48,841,1,True,False
2389,James Smith,42,Male,Ajman,Self-Employed,17377.01,69580.61,12,827,1,True,False
2390,Laila Joseph,57,Female,Sharjah,Self-Employed,27827.98,87593.74,48,312,0,True,False
2391,Laila Khan,30,Male,Fujairah,Self-Employed,23419.09,108009.05,24,390,0,True,False
2392,Ali Khan,26,Female,Sharjah,Self-Employed,16998.93,121695.96,36,502,1,True,True
2393,James Joseph,23,Female,Dubai,Self-Employed,8598.05,91632.31,24,358,0,False,True
2394,Sara Smith,52,Male,Abu Dhabi,Salaried,8046.49,127787.39,24,670,2,True,False
2395,Fatima Ali,30,Male,Fujairah,Self-Employed,5823.43,146096.84,36,703,0,False,True
2396,James Ali,42,Male,Fujairah,Salaried,28028.69,98889.17,24,601,1,False,False
2397,Zara Ahmed,24,Female,Fujairah,Salaried,12767.6,85855.33,48,686,2,False,False
2398,Fatima Joseph,21,Female,Abu Dhabi,Self-Employed,17638.97,176971.32,36,316,2,False,False
2399,Ali Khan,48,Male,Fujairah,Self-Employed,24818.92,81630.68,60,449,0,True,False
2400,Ali Joseph,36,Female,Ajman,Salaried,16839.42,20421.92,36,778,0,True,False
2401,Fatima Khan,37,Female,Ajman,Self-Employed,7633.88,77153.23,36,695,0,True,False
2402,Khalid Joseph,31,Female,Fujairah,Self-Employed,28566.16,127054.05,24,578,1,False,False
2403,Fatima Ali,44,Male,Fujairah,Self-Employed,20539.58,71561.78,12,535,2,False,True
2404,Khalid Ali,35,Male,Dubai,Salaried,18611.39,33047.97,60,495,1,False,False
2405,Sara Smith,34,Female,Ajman,Salaried,20790.94,125885.05,12,393,2,True,True
2406,John Ahmed,45,Male,Dubai,Self-Employed,9509.51,11121.73,24,546,2,True,False
2407,Fatima Ahmed,33,Male,Ajman,Salaried,21972.23,65306.87,12,481,0,True,False
2408,Ali Smith,28,Female,Ajman,Salaried,5874.11,31355.41,60,656,2,True,False
2409,Fatima Ahmed,50,Female,Sharjah,Self-Employed,27601.22,142522.7,12,307,2,True,False
2410,Zara Ahmed,50,Female,Sharjah,Salaried,25520.72,43091.14,36,616,2,True,True
2411,Fatima Ali,51,Male,Sharjah,Salaried,12815.4,146568.71,36,745,2,True,True
2412,John Ali,49,Male,Abu Dhabi,Self-Employed,8515.79,193798.84,12,560,0,True,False
2413,Khalid Ahmed,55,Male,Sharjah,Salaried,9468.03,48930.09,12,689,2,True,True
2414,Zara Smith,32,Female,Dubai,Salaried,8470.81,149845.22,36,491,2,False,False
2415,Ayesha Smith,23,Male,Dubai,Salaried,7792.58,92964.06,60,654,2,False,True
2416,Fatima Smith,45,Female,Dubai,Salaried,23732.5,25853.83,48,817,0,True,False
2417,Laila Ali,47,Male,Fujairah,Salaried,9487.96,28211.63,24,819,1,False,False
2418,James Joseph,35,Male,Abu Dhabi,Salaried,6019.9,118940.74,12,794,2,False,True
2419,John Khan,21,Female,Abu Dhabi,Salaried,20208.36,63392.26,12,362,2,False,True
2420,Ayesha Khan,21,Female,Fujairah,Self-Employed,9095.42,65330.55,48,757,0,True,False
2421,Khalid Khan,48,Female,Fujairah,Self-Employed,6237.78,11318.1,24,324,2,False,False
2422,Omar Ahmed,42,Male,Sharjah,Self-Employed,22947.15,11477.92,48,467,1,True,False
2423,Zara Joseph,36,Male,Fujairah,Salaried,19117.7,32382.92,60,541,0,True,False
2424,Sara Smith,25,Male,Sharjah,Salaried,15679.44,47134.92,48,846,0,True,False
2425,Zara Ahmed,44,Male,Abu Dhabi,Self-Employed,6036.44,69811.64,12,780,2,False,False
2426,Laila Ahmed,26,Female,Dubai,Self-Employed,11787.91,76812.31,48,746,2,False,False
2427,Sara Smith,37,Male,Ajman,Salaried,12697.64,66574.89,12,552,2,True,False
2428,Sara Ahmed,38,Female,Ajman,Self-Employed,24893.21,86402.25,48,726,0,False,False
2429,Zara Joseph,22,Male,Ajman,Salaried,19206.11,160128.13,48,732,1,False,True
2430,Laila Joseph,23,Male,Abu Dhabi,Salaried,18877.97,57800.69,36,535,1,False,False
2431,Ali Joseph,50,Male,Sharjah,Salaried,23213.21,21270.55,36,486,2,False,False
2432,Khalid Joseph,36,Female,Fujairah,Self-Employed,9366.29,97130.13,24,494,0,False,False
2433,John Smith,37,Male,Fujairah,Salaried,19383.16,86167.94,48,500,2,False,False
2434,Omar Ali,39,Female,Abu Dhabi,Self-Employed,11211.55,115874.98,36,702,2,False,True
2435,Fatima Ali,25,Female,Ajman,Self-Employed,9150.54,194530.85,48,554,1,True,False
2436,Omar Ahmed,45,Male,Dubai,Salaried,15275.29,46942.02,36,360,0,False,False
2437,Ali Ahmed,44,Female,Abu Dhabi,Self-Employed,27055.97,197140.35,24,725,0,False,False
2438,Khalid Ali,47,Male,Abu Dhabi,Salaried,14110.93,16109.36,36,572,1,False,False
2439,Sara Khan,34,Female,Sharjah,Salaried,7101.32,29998.05,36,571,2,False,True
2440,Zara Khan,51,Female,Abu Dhabi,Salaried,20794.41,110980.93,36,483,2,False,False
2441,Khalid Ahmed,44,Male,Abu Dhabi,Salaried,8075.41,182871.5,36,802,2,True,False
2442,James Khan,32,Female,Abu Dhabi,Self-Employed,16023.18,48816.52,24,840,1,False,False
2443,Zara Ahmed,44,Male,Dubai,Salaried,16617.94,163809.0,36,677,2,True,False
2444,Fatima Khan,51,Male,Abu Dhabi,Salaried,13490.11,98452.14,60,475,1,False,False
2445,Sara Ahmed,53,Male,Abu Dhabi,Self-Employed,15112.55,66973.41,24,789,2,False,False
2446,Omar Smith,24,Male,Sharjah,Self-Employed,5331.16,89936.49,60,698,0,True,False
2447,Zara Joseph,36,Female,Sharjah,Salaried,27023.8,37936.68,12,831,1,True,False
2448,John Joseph,25,Female,Ajman,Salaried,13749.91,11707.86,12,468,1,True,True
2449,Fatima Ahmed,47,Male,Dubai,Self-Employed,24038.5,45576.82,48,469,2,False,False
2450,Khalid Smith,29,Male,Abu Dhabi,Salaried,18854.6,178827.18,36,602,0,False,True
2451,Laila Ali,46,Female,Fujairah,Self-Employed,17631.37,59641.02,12,363,2,True,True
2452,Omar Khan,29,Female,Ajman,Salaried,21040.96,52339.22,48,473,0,False,True
2453,Ayesha Ali,44,Male,Fujairah,Self-Employed,23496.69,144650.66,60,579,1,False,False
2454,James Smith,52,Male,Fujairah,Salaried,5717.87,69734.4,48,780,2,True,False
2455,James Ahmed,51,Female,Dubai,Salaried,14224.3,51499.45,36,848,0,False,True
2456,Omar Smith,57,Male,Abu Dhabi,Self-Employed,29327.11,92393.63,12,436,2,False,False
2457,James Ali,45,Female,Dubai,Self-Employed,10286.98,68378.29,48,702,0,False,False
2458,Sara Smith,26,Male,Dubai,Self-Employed,8238.27,41386.97,24,688,1,False,False
2459,Khalid Ahmed,29,Female,Sharjah,Self-Employed,6522.13,76317.58,60,539,1,False,False
2460,Ayesha Smith,38,Male,Ajman,Self-Employed,24094.62,189590.59,36,338,1,False,False
2461,Ayesha Khan,50,Male,Ajman,Self-Employed,19003.27,152402.06,36,458,1,True,True
2462,Ayesha Ali,39,Female,Ajman,Salaried,7057.28,103437.04,36,473,0,False,False
2463,Ali Ali,38,Female,Sharjah,Salaried,10225.64,128592.89,48,560,2,True,True
2464,Fatima Ali,42,Female,Dubai,Self-Employed,5023.04,116451.42,12,650,2,True,False
2465,Omar Smith,47,Female,Ajman,Self-Employed,10534.4,141998.52,36,370,2,True,False
2466,Zara Joseph,45,Male,Sharjah,Salaried,20375.68,89273.81,36,433,2,False,False
2467,John Khan,24,Female,Abu Dhabi,Salaried,14946.81,56752.89,36,717,0,True,False
2468,Laila Ali,52,Male,Ajman,Salaried,18031.99,133634.33,36,493,2,True,False
2469,John Khan,27,Male,Ajman,Salaried,25111.21,163025.97,12,551,0,True,True
2470,Ayesha Khan,39,Male,Fujairah,Self-Employed,11245.03,134011.39,48,355,2,True,False
2471,Zara Smith,26,Male,Ajman,Salaried,23279.03,139989.16,12,332,2,True,False
2472,Laila Joseph,52,Female,Ajman,Self-Employed,11004.2,89047.18,48,686,1,False,False
2473,Ayesha Ali,24,Male,Sharjah,Salaried,20334.51,163125.3,36,506,1,True,True
2474,John Smith,45,Male,Fujairah,Self-Employed,14286.6,54657.47,12,850,2,True,True
2475,Fatima Smith,26,Male,Sharjah,Salaried,12783.15,134416.79,36,644,2,True,False
2476,Ali Joseph,37,Male,Ajman,Salaried,25007.02,90291.38,48,750,1,True,False
2477,Sara Khan,40,Female,Ajman,Salaried,7684.06,187889.62,48,592,2,True,False
2478,Omar Smith,50,Female,Abu Dhabi,Salaried,9356.62,63555.98,48,635,1,True,False
2479,John Smith,35,Female,Fujairah,Salaried,16348.77,155997.98,24,683,2,True,False
2480,Khalid Ali,59,Male,Fujairah,Self-Employed,25753.78,78064.93,12,693,2,False,False
2481,Sara Ali,38,Female,Ajman,Self-Employed,29960.92,92186.21,36,447,0,True,True
2482,Sara Khan,31,Female,Abu Dhabi,Self-Employed,17387.88,79440.86,36,805,0,True,False
2483,Laila Joseph,59,Female,Dubai,Salaried,27332.26,67239.62,48,344,2,True,False
2484,Ali Khan,23,Male,Fujairah,Salaried,6432.39,141326.54,12,772,1,True,False
2485,Laila Smith,38,Female,Dubai,Salaried,7646.15,28571.38,36,312,2,False,False
2486,Ali Ahmed,45,Female,Sharjah,Self-Employed,13090.34,43722.52,36,595,2,True,False
2487,Fatima Smith,56,Female,Ajman,Self-Employed,28010.65,192299.67,12,733,1,True,False
2488,Laila Ahmed,41,Female,Ajman,Self-Employed,7023.77,90059.92,60,608,0,True,False
2489,Fatima Joseph,37,Female,Dubai,Self-Employed,19216.86,80394.21,12,723,0,True,False
2490,Zara Khan,47,Male,Abu Dhabi,Salaried,11519.98,80575.53,12,823,0,False,False
2491,James Ahmed,58,Male,Dubai,Salaried,21030.98,91634.76,60,761,2,False,False
2492,James Ali,52,Female,Fujairah,Self-Employed,19276.71,167182.68,60,718,2,True,True
2493,James Smith,24,Female,Abu Dhabi,Self-Employed,20674.36,59375.45,24,698,2,True,True
2494,Ayesha Ali,26,Female,Sharjah,Salaried,10876.52,188845.37,24,794,1,False,False
2495,John Ahmed,52,Female,Abu Dhabi,Salaried,23828.64,27190.59,60,735,0,False,False
2496,John Ali,44,Female,Abu Dhabi,Self-Employed,5110.77,159742.19,24,497,0,False,False
2497,James Joseph,34,Female,Ajman,Self-Employed,14342.84,127864.93,36,470,2,False,False
2498,John Khan,21,Male,Abu Dhabi,Salaried,16719.34,13508.57,24,615,2,True,False
2499,Omar Joseph,34,Female,Abu Dhabi,Salaried,24676.16,169420.03,12,418,2,True,True
2500,Fatima Ali,21,Female,Fujairah,Self-Employed,17639.39,197143.96,24,368,2,False,True
2501,Sara Ahmed,27,Male,Fujairah,Salaried,16665.82,161082.07,12,514,2,False,False
2502,James Smith,46,Female,Ajman,Salaried,17677.96,133508.36,24,724,1,False,False
2503,Fatima Smith,52,Male,Abu Dhabi,Self-Employed,29697.23,15864.58,24,802,1,True,False
2504,Fatima Ahmed,33,Male,Sharjah,Self-Employed,8153.61,140962.02,36,724,1,True,False
2505,Ayesha Ahmed,36,Male,Sharjah,Self-Employed,17533.13,115535.29,48,368,0,False,False
2506,Omar Ali,39,Male,Fujairah,Self-Employed,8999.34,147413.3,60,543,2,True,False
2507,Sara Khan,28,Female,Fujairah,Self-Employed,16042.93,88594.62,60,391,0,False,False
2508,James Khan,49,Female,Sharjah,Salaried,17703.6,199072.72,24,696,0,False,False
2509,Zara Ahmed,29,Female,Fujairah,Self-Employed,19510.03,66335.49,36,627,1,False,False
2510,James Joseph,25,Male,Fujairah,Self-Employed,13581.53,74587.92,12,392,2,False,False
2511,James Joseph,53,Male,Abu Dhabi,Salaried,19108.02,133722.83,36,492,1,True,False
2512,Zara Khan,26,Male,Ajman,Salaried,15376.71,30154.39,36,535,1,True,False
2513,Laila Ali,23,Female,Abu Dhabi,Salaried,21723.53,15522.88,24,519,2,True,False
2514,Ali Ahmed,57,Female,Ajman,Self-Employed,15715.26,51769.51,24,317,0,False,False
2515,Omar Ali,35,Female,Sharjah,Self-Employed,17075.33,97400.12,12,302,1,False,False
2516,Ayesha Joseph,39,Male,Fujairah,Self-Employed,17227.96,16453.78,36,700,1,True,False
2517,Sara Joseph,37,Male,Fujairah,Self-Employed,11763.65,90884.34,60,845,1,True,False
2518,John Khan,54,Female,Fujairah,Salaried,6453.33,40557.32,24,396,0,True,False
2519,James Smith,41,Female,Ajman,Salaried,22160.52,117074.62,60,352,1,True,False
2520,Omar Joseph,28,Female,Fujairah,Self-Employed,24214.16,12469.26,12,372,2,True,False
2521,John Joseph,34,Female,Sharjah,Self-Employed,16025.7,154072.5,24,616,2,False,True
2522,James Ali,35,Male,Fujairah,Self-Employed,7615.86,30389.38,60,625,2,False,False
2523,Khalid Smith,30,Male,Abu Dhabi,Salaried,13753.82,33912.0,60,559,2,True,False
2524,Sara Ahmed,26,Male,Abu Dhabi,Self-Employed,20029.09,173365.59,12,600,0,False,True
2525,Ali Khan,57,Female,Fujairah,Salaried,23217.45,53371.17,24,552,2,False,False
2526,Laila Joseph,48,Male,Ajman,Salaried,26038.58,109481.76,36,372,0,False,True
2527,Fatima Ali,60,Female,Fujairah,Salaried,18343.83,64486.32,24,321,2,True,False
2528,James Smith,31,Male,Fujairah,Self-Employed,22641.1,44268.5,48,548,2,True,False
2529,Laila Ahmed,43,Female,Fujairah,Salaried,18773.29,32271.75,24,407,0,False,False
2530,John Khan,49,Female,Ajman,Self-Employed,17332.32,122653.98,60,438,0,True,True
2531,Ali Ali,49,Female,Ajman,Self-Employed,5837.41,105661.47,24,543,2,True,True
2532,John Joseph,49,Female,Fujairah,Self-Employed,7769.11,175663.59,24,572,2,False,False
2533,Ali Joseph,41,Female,Ajman,Salaried,9733.57,86926.31,60,724,1,False,False
2534,Sara Khan,41,Male,Ajman,Self-Employed,24137.94,77534.37,36,604,2,True,False
2535,Ayesha Smith,47,Male,Dubai,Self-Employed,28706.97,154760.54,12,414,1,False,False
2536,Fatima Smith,55,Female,Dubai,Self-Employed,16498.68,64501.34,48,806,0,False,True
2537,James Ali,21,Male,Fujairah,Salaried,29812.24,173301.39,24,565,1,False,False
2538,Ali Joseph,41,Female,Dubai,Salaried,28043.5,66847.09,36,685,0,True,False
2539,Khalid Ali,30,Male,Sharjah,Self-Employed,8460.17,156168.29,48,354,1,True,False
2540,Ayesha Joseph,54,Male,Ajman,Salaried,18385.36,11435.69,24,470,1,True,False
2541,James Ahmed,54,Female,Abu Dhabi,Self-Employed,19500.14,97911.68,36,792,1,True,False
2542,Fatima Joseph,22,Male,Fujairah,Self-Employed,21286.31,63030.75,60,754,2,True,False
2543,Sara Ali,33,Male,Fujairah,Salaried,9471.33,118663.15,36,392,2,True,False
2544,Fatima Smith,53,Male,Ajman,Salaried,13712.94,140188.59,36,397,2,False,True
2545,Ayesha Khan,25,Male,Sharjah,Salaried,7138.45,155506.29,12,537,1,False,True
2546,Fatima Smith,53,Male,Ajman,Self-Employed,9769.6,136870.21,60,309,1,False,False
2547,Khalid Joseph,44,Female,Dubai,Self-Employed,25707.96,105711.65,48,442,0,True,False
2548,Ayesha Ahmed,54,Female,Abu Dhabi,Self-Employed,27680.58,69608.47,36,515,1,False,False
2549,Khalid Ali,32,Male,Dubai,Salaried,26275.96,113431.24,24,833,2,False,False
2550,Fatima Joseph,34,Male,Ajman,Salaried,11102.17,171866.72,36,696,0,True,False
2551,James Smith,53,Male,Abu Dhabi,Salaried,22524.97,86992.87,60,350,2,False,False
2552,Laila Khan,57,Male,Dubai,Self-Employed,25175.36,55513.03,24,335,0,True,True
2553,Sara Joseph,47,Male,Ajman,Self-Employed,9473.09,152830.15,24,836,1,False,False
2554,Omar Ahmed,39,Male,Fujairah,Self-Employed,16342.87,183619.74,48,455,0,False,True
2555,Sara Ahmed,53,Female,Fujairah,Self-Employed,6994.97,82703.45,48,344,2,True,True
2556,James Ahmed,39,Female,Fujairah,Salaried,20928.56,94017.54,60,643,0,True,False
2557,James Smith,40,Female,Dubai,Salaried,15410.33,129032.43,60,594,1,False,False
2558,Fatima Smith,25,Female,Sharjah,Salaried,26871.3,183123.29,36,456,0,True,False
2559,Omar Ahmed,50,Male,Dubai,Salaried,22175.42,153630.4,60,828,1,True,True
2560,John Khan,22,Female,Ajman,Self-Employed,7357.15,112768.77,24,527,2,True,False
2561,Laila Ahmed,37,Female,Fujairah,Self-Employed,13920.79,149753.05,12,474,2,True,True
2562,Zara Smith,31,Male,Abu Dhabi,Salaried,13913.45,134179.34,12,821,2,False,True
2563,Laila Joseph,56,Male,Dubai,Salaried,15426.39,91721.14,36,346,1,True,False
2564,Fatima Smith,38,Male,Abu Dhabi,Self-Employed,10965.24,56942.32,24,674,0,True,False
2565,Zara Joseph,30,Male,Fujairah,Salaried,17645.71,63525.75,12,537,1,False,False
2566,Fatima Ali,58,Female,Abu Dhabi,Self-Employed,23434.43,13639.96,24,326,2,False,False
2567,Sara Khan,56,Female,Abu Dhabi,Salaried,19769.58,18893.49,36,320,1,True,False
2568,Omar Ali,52,Male,Sharjah,Salaried,25906.69,32404.5,24,516,1,False,True
2569,John Ali,24,Female,Sharjah,Self-Employed,11428.89,118753.69,24,409,2,True,False
2570,Laila Khan,21,Male,Abu Dhabi,Self-Employed,13913.62,110295.93,60,583,2,False,False
2571,Laila Smith,51,Female,Sharjah,Self-Employed,15121.53,189669.46,48,438,0,False,False
2572,John Khan,51,Female,Dubai,Salaried,5167.0,30068.52,12,497,1,True,False
2573,Ali Khan,29,Female,Dubai,Self-Employed,10398.63,56942.66,36,419,1,True,True
2574,Zara Khan,51,Female,Sharjah,Salaried,22248.52,91806.18,60,596,2,True,True
2575,Sara Joseph,33,Female,Ajman,Salaried,16498.33,38399.24,60,368,0,False,False
2576,James Khan,31,Male,Fujairah,Salaried,5285.6,191700.51,36,546,2,False,True
2577,James Ahmed,54,Female,Abu Dhabi,Salaried,20002.2,116182.27,48,542,1,True,True
2578,Omar Ali,59,Female,Sharjah,Self-Employed,29456.86,61743.57,48,506,2,False,False
2579,John Khan,58,Male,Fujairah,Self-Employed,16470.52,22891.91,36,673,1,False,False
2580,Laila Smith,60,Female,Dubai,Salaried,21583.09,156929.85,36,321,1,False,True
2581,James Ali,58,Male,Dubai,Salaried,12333.45,30806.02,48,621,1,False,False
2582,John Joseph,31,Male,Fujairah,Self-Employed,21543.89,162356.55,48,403,1,False,False
2583,Ali Smith,47,Male,Sharjah,Salaried,7967.87,60101.16,36,750,2,False,False
2584,Sara Smith,45,Female,Ajman,Salaried,18730.42,22668.41,24,420,0,False,False
2585,Zara Ali,53,Female,Abu Dhabi,Self-Employed,19436.3,138016.36,12,714,0,False,True
2586,Ayesha Ali,42,Female,Abu Dhabi,Self-Employed,22831.55,21725.22,36,519,1,False,True
2587,Khalid Khan,44,Female,Ajman,Salaried,17326.25,33418.91,60,561,1,True,True
2588,Omar Ahmed,21,Male,Sharjah,Salaried,24608.6,80222.4,12,452,0,True,True
2589,James Khan,23,Female,Fujairah,Self-Employed,8972.67,88113.58,24,480,2,False,False
2590,Omar Smith,50,Male,Sharjah,Self-Employed,29872.23,145124.52,60,452,1,True,False
2591,Zara Joseph,33,Female,Ajman,Self-Employed,29794.7,94617.53,36,820,1,True,False
2592,Laila Ahmed,24,Female,Abu Dhabi,Salaried,13865.16,145649.94,12,740,2,False,False
2593,Khalid Khan,33,Female,Dubai,Salaried,16886.6,186393.46,12,563,0,True,False
2594,John Ahmed,39,Male,Abu Dhabi,Salaried,15225.22,85400.7,48,776,1,True,False
2595,John Joseph,28,Male,Ajman,Self-Employed,7564.65,91695.15,36,309,1,False,True
2596,Laila Smith,57,Male,Sharjah,Salaried,17793.02,129524.16,48,716,1,False,True
2597,Ali Joseph,23,Male,Sharjah,Self-Employed,11164.37,23653.89,24,368,1,False,False
2598,Omar Joseph,29,Female,Ajman,Salaried,25654.03,82950.52,48,824,0,True,False
2599,James Ali,22,Female,Dubai,Self-Employed,22750.73,143557.97,12,489,1,True,True
2600,John Ali,51,Male,Dubai,Salaried,8868.22,156452.32,12,742,1,False,False
2601,Ayesha Khan,21,Female,Abu Dhabi,Salaried,11942.9,129169.88,12,721,2,False,True
2602,Fatima Smith,53,Female,Dubai,Self-Employed,18753.74,12285.05,60,369,0,True,False
2603,Laila Smith,32,Male,Abu Dhabi,Self-Employed,24394.16,94280.53,60,694,1,False,False
2604,Ayesha Smith,47,Male,Sharjah,Salaried,5754.31,12115.54,36,674,1,True,False
2605,Ali Ali,44,Male,Fujairah,Self-Employed,18290.07,179001.89,36,596,0,True,False
2606,Ayesha Ali,58,Female,Abu Dhabi,Self-Employed,19032.91,123373.32,48,552,1,False,True
2607,James Smith,42,Female,Dubai,Self-Employed,7184.81,162064.31,60,757,2,False,True
2608,Zara Smith,51,Female,Fujairah,Self-Employed,10446.99,168671.08,24,765,0,False,False
2609,Omar Khan,54,Male,Dubai,Self-Employed,15577.76,40305.68,24,575,1,True,False
2610,James Ahmed,41,Male,Ajman,Self-Employed,11206.53,164357.49,24,567,1,True,False
2611,Khalid Ahmed,21,Male,Sharjah,Salaried,9195.59,146902.84,12,848,1,True,False
2612,Khalid Ali,37,Male,Ajman,Self-Employed,18845.08,155218.73,12,439,1,True,False
2613,Zara Smith,21,Male,Fujairah,Salaried,13090.76,112949.57,60,312,1,True,False
2614,Omar Ahmed,33,Male,Sharjah,Salaried,13497.91,16332.95,12,349,1,False,False
2615,Fatima Khan,54,Female,Fujairah,Salaried,20869.09,192671.79,24,370,0,False,False
2616,Zara Khan,47,Male,Abu Dhabi,Salaried,9019.08,191641.86,36,740,1,False,False
2617,Ali Ali,28,Male,Sharjah,Salaried,14913.47,40151.6,48,573,2,False,False
2618,Ayesha Ali,25,Male,Ajman,Salaried,26549.49,38240.73,24,529,0,False,False
2619,Ayesha Joseph,43,Female,Dubai,Self-Employed,14768.58,103284.04,60,398,0,True,False
2620,Zara Ali,43,Male,Sharjah,Salaried,28177.94,118263.83,48,597,2,True,False
2621,Ayesha Ahmed,54,Female,Abu Dhabi,Self-Employed,9750.76,178660.63,24,531,0,False,False
2622,Omar Ali,52,Female,Sharjah,Salaried,27921.35,88511.97,24,672,1,False,True
2623,Khalid Joseph,28,Male,Sharjah,Salaried,19415.22,69335.49,12,830,0,False,False
2624,Omar Smith,51,Female,Fujairah,Salaried,19737.78,12883.75,60,692,1,False,False
2625,Ali Khan,59,Female,Abu Dhabi,Self-Employed,15889.78,41014.19,24,724,2,True,True
2626,Ali Joseph,42,Male,Sharjah,Salaried,18310.58,126474.17,60,652,1,False,False
2627,John Smith,29,Male,Dubai,Self-Employed,17428.34,138809.34,12,730,0,False,False
2628,John Smith,45,Female,Sharjah,Self-Employed,10580.25,79303.32,24,584,0,False,False
2629,Zara Ahmed,22,Male,Abu Dhabi,Salaried,23398.9,33502.29,60,741,2,False,False
2630,Zara Ahmed,48,Female,Ajman,Self-Employed,16767.36,132720.93,24,352,2,True,True
2631,John Khan,21,Male,Fujairah,Self-Employed,11172.49,98972.27,60,477,1,True,False
2632,Khalid Joseph,51,Female,Fujairah,Self-Employed,21108.75,45793.97,36,445,0,False,False
2633,Fatima Ali,29,Male,Sharjah,Salaried,14002.09,155193.48,48,761,0,False,False
2634,Ayesha Joseph,42,Male,Abu Dhabi,Salaried,21459.23,109021.5,36,491,0,True,False
2635,Omar Ali,40,Female,Dubai,Salaried,22774.39,46024.83,24,705,2,False,False
